sample	rank	taxid	name	reads	min	uniq	rpm	rpmm
DRR099206	S	444103	Streptomyces sp. CNQ-509	2	11	5	0.339033043855619	219.97360316762
DRR099206	S	1812480	Streptomyces sp. fd1-xmd	1	3	3	0.16951652192781	109.98680158381
DRR099206	S	1188315	Streptomyces sp. AgN23	1	12	4	0.16951652192781	109.98680158381
DRR099206	S	1577075	Streptomyces sp. PBH53	1	15	7	0.16951652192781	109.98680158381
DRR099206	S	2676871	Streptomyces sp. Tu 2975	1	25	6	0.16951652192781	109.98680158381
DRR099206	S	1522758	Streptomyces sp. ADI95-16	1	68	5	0.16951652192781	109.98680158381
DRR099206	S	1841249	Streptomyces sp. RTd22	1	19	9	0.16951652192781	109.98680158381
DRR099206	S	1849967	Streptomyces sp. SAT1	1	55	5	0.16951652192781	109.98680158381
DRR099206	S	659352	Streptomyces sp. SN-593	1	67	9	0.16951652192781	109.98680158381
DRR099206	S	2751189	Streptomyces sp. NEAU-sy36	1	32	7	0.16951652192781	109.98680158381
DRR099206	S	2721245	Streptomyces sp. RPA4-5	1	17	2	0.16951652192781	109.98680158381
DRR099206	S	1916	Streptomyces lividans	34	5029	14	5.76356174554553	3739.55125384954
DRR099206	S	1226757	Streptomyces rapamycinicus	9	92	7	1.52564869735029	989.881214254289
DRR099206	S	155177	Streptomyces yatensis	2	71	2	0.339033043855619	219.97360316762
DRR099206	S	2282738	Streptomyces paludis	9	60	4	1.52564869735029	989.881214254289
DRR099206	S	2768066	Streptomyces roseirectus	7	52	5	1.18661565349467	769.90761108667
DRR099206	S	1176198	Streptomyces harbinensis	6	50	7	1.01709913156686	659.92080950286
DRR099206	S	1442032	Streptomyces dangxiongensis	6	76	4	1.01709913156686	659.92080950286
DRR099206	S	285450	Streptomyces roseochromogenus	6	44	10	1.01709913156686	659.92080950286
DRR099206	S	1535768	Streptomyces lunaelactis	6	34	3	1.01709913156686	659.92080950286
DRR099206	S	1915	Streptomyces lincolnensis	6	136	10	1.01709913156686	659.92080950286
DRR099206	S	35621	Streptomyces mobaraensis	4	118	7	0.678066087711239	439.94720633524
DRR099206	S	1914	Streptomyces lavendulae	3	175	10	0.508549565783429	329.96040475143
DRR099206	S	68246	Streptomyces olivoreticuli	3	58	10	0.508549565783429	329.96040475143
DRR099206	S	73044	Streptomyces seoulensis	3	24	11	0.508549565783429	329.96040475143
DRR099206	S	1904616	Streptomyces fodineus	2	28	9	0.339033043855619	219.97360316762
DRR099206	S	2548456	Streptomyces aquilus	2	17	6	0.339033043855619	219.97360316762
DRR099206	S	47763	Streptomyces lydicus	2	47	15	0.339033043855619	219.97360316762
DRR099206	S	54571	Streptomyces venezuelae	2	77	35	0.339033043855619	219.97360316762
DRR099206	S	1892	Streptomyces anulatus	1	5	2	0.16951652192781	109.98680158381
DRR099206	S	1911	Streptomyces griseus	1	17	5	0.16951652192781	109.98680158381
DRR099206	S	67304	Streptomyces griseorubiginosus	2	12	8	0.339033043855619	219.97360316762
DRR099206	S	1889	Streptomyces ambofaciens	2	21	5	0.339033043855619	219.97360316762
DRR099206	S	1927	Streptomyces rimosus	2	444	10	0.339033043855619	219.97360316762
DRR099206	S	2763006	Streptomyces buecherae	2	14	9	0.339033043855619	219.97360316762
DRR099206	S	249586	Streptomyces asoensis	1	107	10	0.16951652192781	109.98680158381
DRR099206	S	1413221	Streptomyces ferrugineus	1	91	7	0.16951652192781	109.98680158381
DRR099206	S	2184053	Streptomyces cadmiisoli	1	19	5	0.16951652192781	109.98680158381
DRR099206	S	1827580	Streptomyces nigra	1	4493	12	0.16951652192781	109.98680158381
DRR099206	S	42881	Streptomyces chromofuscus	1	12	8	0.16951652192781	109.98680158381
DRR099206	S	2662397	Streptomyces fagopyri	1	19	4	0.16951652192781	109.98680158381
DRR099206	S	28894	Streptomyces nitrosporeus	1	10	7	0.16951652192781	109.98680158381
DRR099206	S	193462	Streptomyces niveus	1	40	9	0.16951652192781	109.98680158381
DRR099206	S	2710756	Streptomyces bathyalis	1	11	6	0.16951652192781	109.98680158381
DRR099206	S	2768068	Streptomyces genisteinicus	1	6	6	0.16951652192781	109.98680158381
DRR099206	G	2063	Kitasatospora	2	179	39	0.339033043855619	219.97360316762
DRR099206	S	68173	Kitasatospora albolonga	1	18	10	0.16951652192781	109.98680158381
DRR099206	S	2742135	Kitasatospora sp. NA04385	1	15	6	0.16951652192781	109.98680158381
DRR099206	G	33882	Microbacterium	19	828	247	3.22081391662838	2089.74923009239
DRR099206	S	2606451	Microbacterium sp. 1S1	4	68	4	0.678066087711239	439.94720633524
DRR099206	S	2014534	Microbacterium sp. PM5	2	24	15	0.339033043855619	219.97360316762
DRR099206	S	1906274	Microbacterium sp. JZ31	1	6	3	0.16951652192781	109.98680158381
DRR099206	S	367477	Microbacterium sp. XT11	1	8	3	0.16951652192781	109.98680158381
DRR099206	S	104336	Microbacterium foliorum	5	142	8	0.847582609639049	549.93400791905
DRR099206	S	36805	Microbacterium aurum	2	25	17	0.339033043855619	219.97360316762
DRR099206	S	2782169	Microbacterium cremeum	1	5	5	0.16951652192781	109.98680158381
DRR099206	S	2614639	Microbacterium lushaniae	1	5	4	0.16951652192781	109.98680158381
DRR099206	S	82380	Microbacterium oxydans	1	36	33	0.16951652192781	109.98680158381
DRR099206	G	33886	Rathayibacter	9	106	35	1.52564869735029	989.881214254289
DRR099206	S	2609253	Rathayibacter sp. VKM Ac-2760	6	37	2	1.01709913156686	659.92080950286
DRR099206	S	2609252	Rathayibacter sp. VKM Ac-2759	1	17	5	0.16951652192781	109.98680158381
DRR099206	S	145458	Rathayibacter toxicus	1	3	2	0.16951652192781	109.98680158381
DRR099206	G	33877	Agromyces	7	114	23	1.18661565349467	769.90761108667
DRR099206	S	453304	Agromyces aureus	4	19	4	0.678066087711239	439.94720633524
DRR099206	S	589382	Agromyces flavus	1	18	5	0.16951652192781	109.98680158381
DRR099206	S	2585717	Agromyces laixinhei	1	32	2	0.16951652192781	109.98680158381
DRR099206	S	2781962	Agromyces archimandritae	1	13	3	0.16951652192781	109.98680158381
DRR099206	G	2034	Curtobacterium	3	59	24	0.508549565783429	329.96040475143
DRR099206	S	1561023	Curtobacterium sp. MR_MD2014	1	2	1	0.16951652192781	109.98680158381
DRR099206	S	1905847	Curtobacterium sp. BH-2-1-1	1	6	4	0.16951652192781	109.98680158381
DRR099206	S	2070337	Curtobacterium sp. SGAir0471	1	4	3	0.16951652192781	109.98680158381
DRR099206	G	1573	Clavibacter	3	34	12	0.508549565783429	329.96040475143
DRR099206	S	28447	Clavibacter michiganensis	3	29	8	0.508549565783429	329.96040475143
DRR099206	G	2680004	Protaetiibacter	2	16	6	0.339033043855619	219.97360316762
DRR099206	S	2419774	Protaetiibacter intestinalis	1	6	3	0.16951652192781	109.98680158381
DRR099206	S	2759943	Protaetiibacter sp. SSC-01	1	4	2	0.16951652192781	109.98680158381
DRR099206	G	110932	Leifsonia	2	28	14	0.339033043855619	219.97360316762
DRR099206	S	1575	Leifsonia xyli	2	4	4	0.339033043855619	219.97360316762
DRR099206	G	69578	Cryobacterium	2	69	7	0.339033043855619	219.97360316762
DRR099206	S	670052	Cryobacterium arcticum	2	66	4	0.339033043855619	219.97360316762
DRR099206	G	96492	Frigoribacterium	1	3	2	0.16951652192781	109.98680158381
DRR099206	S	2596916	Frigoribacterium sp. NBH87	1	3	2	0.16951652192781	109.98680158381
DRR099206	G	55968	Leucobacter	1	68	12	0.16951652192781	109.98680158381
DRR099206	S	1784719	Leucobacter triazinivorans	1	5	4	0.16951652192781	109.98680158381
DRR099206	G	1759331	Cnuibacter	1	121	1	0.16951652192781	109.98680158381
DRR099206	S	1619308	Cnuibacter physcomitrellae	1	121	1	0.16951652192781	109.98680158381
DRR099206	G	190323	Plantibacter	1	30	9	0.16951652192781	109.98680158381
DRR099206	S	2583822	Plantibacter sp. M259	1	14	3	0.16951652192781	109.98680158381
DRR099206	G	447237	Frondihabitans	1	7	5	0.16951652192781	109.98680158381
DRR099206	S	1446794	Frondihabitans sp. 762G35	1	2	2	0.16951652192781	109.98680158381
DRR099206	G	1433997	Diaminobutyricimonas	1	3	2	0.16951652192781	109.98680158381
DRR099206	S	2683590	Diaminobutyricimonas sp. LJ205	1	3	2	0.16951652192781	109.98680158381
DRR099206	G	1663	Arthrobacter	5	359	86	0.847582609639049	549.93400791905
DRR099206	S	2017685	Arthrobacter sp. PM3	4	165	4	0.678066087711239	439.94720633524
DRR099206	S	904039	Arthrobacter sp. NEB 688	1	5	2	0.16951652192781	109.98680158381
DRR099206	G	596707	Sinomonas	3	57	8	0.508549565783429	329.96040475143
DRR099206	S	37927	Sinomonas atrocyanea	3	54	5	0.508549565783429	329.96040475143
DRR099206	G	1269	Micrococcus	1	35	30	0.16951652192781	109.98680158381
DRR099206	S	1270	Micrococcus luteus	1	8	8	0.16951652192781	109.98680158381
DRR099206	G	125287	Ornithinimicrobium	4	124	15	0.678066087711239	439.94720633524
DRR099206	S	2593973	Ornithinimicrobium pratense	4	52	3	0.678066087711239	439.94720633524
DRR099206	G	1707	Cellulomonas	3	71	37	0.508549565783429	329.96040475143
DRR099206	S	2654191	Cellulomonas sp. JZ18	2	7	4	0.339033043855619	219.97360316762
DRR099206	S	1708	Cellulomonas fimi	1	4	4	0.16951652192781	109.98680158381
DRR099206	G	157920	Cellulosimicrobium	3	126	18	0.508549565783429	329.96040475143
DRR099206	S	1710	Cellulosimicrobium cellulans	2	45	3	0.339033043855619	219.97360316762
DRR099206	G	84756	Beutenbergia	1	5	4	0.16951652192781	109.98680158381
DRR099206	S	84757	Beutenbergia cavernae	1	5	4	0.16951652192781	109.98680158381
DRR099206	G	367298	Phycicoccus	1	14	8	0.16951652192781	109.98680158381
DRR099206	S	1690220	Phycicoccus endophyticus	1	10	4	0.16951652192781	109.98680158381
DRR099206	G	43668	Brachybacterium	1	99	31	0.16951652192781	109.98680158381
DRR099206	S	2571029	Brachybacterium sp. SGAir0954	1	27	6	0.16951652192781	109.98680158381
DRR099206	G	88138	Modestobacter	68	922	21	11.5271234910911	7479.10250769908
DRR099206	S	477641	Modestobacter marinus	68	922	21	11.5271234910911	7479.10250769908
DRR099206	G	38501	Blastococcus	4	57	9	0.678066087711239	439.94720633524
DRR099206	S	138336	Blastococcus saxobsidens	4	57	9	0.678066087711239	439.94720633524
DRR099206	G	1827	Rhodococcus	14	296	91	2.37323130698934	1539.81522217334
DRR099206	S	1830	Rhodococcus ruber	8	47	5	1.35613217542248	879.89441267048
DRR099206	S	43767	Rhodococcus equi	2	4	4	0.339033043855619	219.97360316762
DRR099206	S	2811421	Rhodococcus sp. R79	1	6	4	0.16951652192781	109.98680158381
DRR099206	S	1805827	Rhodococcus sp. MTM3W5.2	1	50	5	0.16951652192781	109.98680158381
DRR099206	S	1829	Rhodococcus rhodochrous	1	2	1	0.16951652192781	109.98680158381
DRR099206	G	1817	Nocardia	13	309	76	2.20371478506153	1429.82842058953
DRR099206	S	455432	Nocardia terpenica	6	35	8	1.01709913156686	659.92080950286
DRR099206	S	480035	Nocardia wallacei	3	40	3	0.508549565783429	329.96040475143
DRR099206	S	1824	Nocardia asteroides	1	5	5	0.16951652192781	109.98680158381
DRR099206	S	2755382	Nocardia huaxiensis	1	49	2	0.16951652192781	109.98680158381
DRR099206	G	1866885	Mycolicibacterium	9	807	135	1.52564869735029	989.881214254289
DRR099206	S	126673	Mycobacterium doricum	2	11	7	0.339033043855619	219.97360316762
DRR099206	S	444597	Mycolicibacterium insubricum	2	65	10	0.339033043855619	219.97360316762
DRR099206	S	98668	Mycolicibacterium septicum	1	3	2	0.16951652192781	109.98680158381
DRR099206	S	1791	Mycolicibacterium aurum	1	22	8	0.16951652192781	109.98680158381
DRR099206	S	1534349	Mycolicibacterium helvum	1	3	2	0.16951652192781	109.98680158381
DRR099206	S	258505	Mycolicibacterium fluoranthenivorans	1	4	3	0.16951652192781	109.98680158381
DRR099206	S	39687	Mycolicibacterium austroafricanum	1	140	3	0.16951652192781	109.98680158381
DRR099206	G	1763	Mycobacterium	8	1103	136	1.35613217542248	879.89441267048
DRR099206	S	560555	Mycobacterium mantenii	2	25	8	0.339033043855619	219.97360316762
DRR099206	S	1764	Mycobacterium avium	1	40	3	0.16951652192781	109.98680158381
DRR099206	S	1545728	Mycobacterium sp. EPa45	1	9	4	0.16951652192781	109.98680158381
DRR099206	S	386911	Mycobacterium seoulense	1	6	1	0.16951652192781	109.98680158381
DRR099206	S	1789	Mycobacterium xenopi	1	24	1	0.16951652192781	109.98680158381
DRR099206	G	670516	Mycobacteroides	2	130	21	0.339033043855619	219.97360316762
DRR099206	S	1774	Mycobacteroides chelonae	1	7	7	0.16951652192781	109.98680158381
DRR099206	S	36809	Mycobacteroides abscessus	1	47	8	0.16951652192781	109.98680158381
DRR099206	G	1073531	Mycolicibacter	1	9	7	0.16951652192781	109.98680158381
DRR099206	S	29314	Mycolicibacter hiberniae	1	7	5	0.16951652192781	109.98680158381
DRR099206	G	1716	Corynebacterium	14	778	163	2.37323130698934	1539.81522217334
DRR099206	S	146827	Corynebacterium simulans	7	139	3	1.18661565349467	769.90761108667
DRR099206	S	1725	Corynebacterium xerosis	3	14	4	0.508549565783429	329.96040475143
DRR099206	S	401472	Corynebacterium ureicelerivorans	2	11	2	0.339033043855619	219.97360316762
DRR099206	S	38304	Corynebacterium tuberculostearicum	1	29	21	0.16951652192781	109.98680158381
DRR099206	S	156978	Corynebacterium imitans	1	19	11	0.16951652192781	109.98680158381
DRR099206	G	2053	Gordonia	1	71	34	0.16951652192781	109.98680158381
DRR099206	S	2054	Gordonia bronchialis	1	9	5	0.16951652192781	109.98680158381
DRR099206	G	1278221	Auraticoccus	34	256	5	5.76356174554553	3739.55125384954
DRR099206	S	675864	Auraticoccus monumenti	34	256	5	5.76356174554553	3739.55125384954
DRR099206	G	1912216	Cutibacterium	7	337	238	1.18661565349467	769.90761108667
DRR099206	S	1747	Cutibacterium acnes	6	294	213	1.01709913156686	659.92080950286
DRR099206	G	1911549	Raineyella	1	9	2	0.16951652192781	109.98680158381
DRR099206	S	2662261	Raineyella fluvialis	1	9	2	0.16951652192781	109.98680158381
DRR099206	G	2717325	Brevilactibacter	1	101	58	0.16951652192781	109.98680158381
DRR099206	S	2819349	Brevilactibacter sp. MC1595	1	101	58	0.16951652192781	109.98680158381
DRR099206	G	1839	Nocardioides	10	394	115	1.6951652192781	1099.8680158381
DRR099206	S	2582905	Nocardioides sp. S-1144	5	25	3	0.847582609639049	549.93400791905
DRR099206	S	2518371	Nocardioides seonyuensis	2	17	3	0.339033043855619	219.97360316762
DRR099206	S	2712223	Nocardioides anomalus	1	26	9	0.16951652192781	109.98680158381
DRR099206	S	450734	Nocardioides dokdonensis	1	6	4	0.16951652192781	109.98680158381
DRR099206	S	2558918	Nocardioides cynanchi	1	38	6	0.16951652192781	109.98680158381
DRR099206	G	116071	Micropruina	1	4	4	0.16951652192781	109.98680158381
DRR099206	S	75385	Micropruina glycogenica	1	4	4	0.16951652192781	109.98680158381
DRR099206	G	182639	Kribbella	2	37	7	0.339033043855619	219.97360316762
DRR099206	S	1544730	Kribbella qitaiheensis	2	35	5	0.339033043855619	219.97360316762
DRR099206	G	117156	Actinopolymorpha	2	16	7	0.339033043855619	219.97360316762
DRR099206	S	117157	Actinopolymorpha singaporensis	2	16	7	0.339033043855619	219.97360316762
DRR099206	G	1835	Saccharopolyspora	5	86	17	0.847582609639049	549.93400791905
DRR099206	S	60894	Saccharopolyspora spinosa	3	47	3	0.508549565783429	329.96040475143
DRR099206	S	1836	Saccharopolyspora erythraea	2	24	8	0.339033043855619	219.97360316762
DRR099206	G	1847	Pseudonocardia	5	205	37	0.847582609639049	549.93400791905
DRR099206	S	445576	Pseudonocardia sp. AL041005-10	2	33	1	0.339033043855619	219.97360316762
DRR099206	S	2761535	Pseudonocardia sp. CGMCC 4.1532	1	70	5	0.16951652192781	109.98680158381
DRR099206	S	240495	Pseudonocardia dioxanivorans	1	53	4	0.16951652192781	109.98680158381
DRR099206	G	674734	Alloactinosynnema	4	181	8	0.678066087711239	439.94720633524
DRR099206	S	1653480	Alloactinosynnema sp. L-07	4	181	8	0.678066087711239	439.94720633524
DRR099206	G	1813	Amycolatopsis	3	169	51	0.508549565783429	329.96040475143
DRR099206	S	1804986	Amycolatopsis albispora	1	8	3	0.16951652192781	109.98680158381
DRR099206	S	2778070	Amycolatopsis sp. FDAARGOS 1241	1	11	5	0.16951652192781	109.98680158381
DRR099206	S	129921	Amycolatopsis keratiniphila	1	17	5	0.16951652192781	109.98680158381
DRR099206	G	1851	Saccharomonospora	2	47	21	0.339033043855619	219.97360316762
DRR099206	S	40989	Saccharomonospora cyanea	1	25	5	0.16951652192781	109.98680158381
DRR099206	S	40990	Saccharomonospora glauca	1	6	4	0.16951652192781	109.98680158381
DRR099206	G	40566	Actinosynnema	1	58	17	0.16951652192781	109.98680158381
DRR099206	S	42197	Actinosynnema pretiosum	1	26	5	0.16951652192781	109.98680158381
DRR099206	G	2529408	Schaalia	15	123	6	2.54274782891715	1649.80202375715
DRR099206	S	1660	Schaalia odontolytica	15	101	1	2.54274782891715	1649.80202375715
DRR099206	G	1654	Actinomyces	3	127	61	0.508549565783429	329.96040475143
DRR099206	S	2737173	Actinomyces marmotae	1	11	1	0.16951652192781	109.98680158381
DRR099206	S	712122	Actinomyces sp. oral taxon 414	1	25	9	0.16951652192781	109.98680158381
DRR099206	S	675090	Actinomyces weissii	1	10	4	0.16951652192781	109.98680158381
DRR099206	G	1865	Actinoplanes	5	176	52	0.847582609639049	549.93400791905
DRR099206	S	196914	Actinoplanes friuliensis	2	59	8	0.339033043855619	219.97360316762
DRR099206	S	1866	Actinoplanes missouriensis	1	26	4	0.16951652192781	109.98680158381
DRR099206	S	113562	Actinoplanes derwentensis	1	48	8	0.16951652192781	109.98680158381
DRR099206	S	649831	Actinoplanes sp. N902-109	1	7	5	0.16951652192781	109.98680158381
DRR099206	G	1873	Micromonospora	5	1668	162	0.847582609639049	549.93400791905
DRR099206	S	1914461	Micromonospora terminaliae	4	36	9	0.678066087711239	439.94720633524
DRR099206	S	479978	Micromonospora tulbaghiae	1	381	2	0.16951652192781	109.98680158381
DRR099206	G	907364	Phytohabitans	2	65	16	0.339033043855619	219.97360316762
DRR099206	S	624315	Phytohabitans suffuscus	1	16	11	0.16951652192781	109.98680158381
DRR099206	S	1076124	Phytohabitans flavus	1	49	5	0.16951652192781	109.98680158381
DRR099206	G	84593	Verrucosispora	1	18	4	0.16951652192781	109.98680158381
DRR099206	S	2742132	Verrucosispora sp. NA02020	1	18	4	0.16951652192781	109.98680158381
DRR099206	G	2013	Nocardiopsis	2	36	17	0.339033043855619	219.97360316762
DRR099206	S	2014	Nocardiopsis dassonvillei	2	30	12	0.339033043855619	219.97360316762
DRR099206	G	83677	Thermobifida	1	41	1	0.16951652192781	109.98680158381
DRR099206	S	2021	Thermobifida fusca	1	41	1	0.16951652192781	109.98680158381
DRR099206	G	104204	Streptomonospora	1	19	5	0.16951652192781	109.98680158381
DRR099206	S	2498135	Streptomonospora litoralis	1	19	5	0.16951652192781	109.98680158381
DRR099206	G	2000	Streptosporangium	1	28	9	0.16951652192781	109.98680158381
DRR099206	S	2001	Streptosporangium roseum	1	20	4	0.16951652192781	109.98680158381
DRR099206	G	83681	Nonomuraea	1	51	19	0.16951652192781	109.98680158381
DRR099206	S	1909395	Nonomuraea sp. ATCC 55076	1	43	16	0.16951652192781	109.98680158381
DRR099206	G	147067	Thermobispora	1	11	6	0.16951652192781	109.98680158381
DRR099206	S	2006	Thermobispora bispora	1	11	6	0.16951652192781	109.98680158381
DRR099206	G	1988	Actinomadura	1	200	45	0.16951652192781	109.98680158381
DRR099206	S	1219491	Actinomadura sp. WMMB 499	1	37	11	0.16951652192781	109.98680158381
DRR099206	G	1678	Bifidobacterium	3	61	19	0.508549565783429	329.96040475143
DRR099206	S	1689	Bifidobacterium dentium	2	36	2	0.339033043855619	219.97360316762
DRR099206	S	762210	Bifidobacterium saguini	1	2	1	0.16951652192781	109.98680158381
DRR099206	G	2701	Gardnerella	2	68	50	0.339033043855619	219.97360316762
DRR099206	S	2702	Gardnerella vaginalis	2	60	45	0.339033043855619	219.97360316762
DRR099206	G	414878	Catenulispora	2	51	11	0.339033043855619	219.97360316762
DRR099206	S	304895	Catenulispora acidiphila	2	51	11	0.339033043855619	219.97360316762
DRR099206	G	1854	Frankia	1	228	41	0.16951652192781	109.98680158381
DRR099206	S	1859	Frankia alni	1	108	14	0.16951652192781	109.98680158381
DRR099206	G	42255	Rubrobacter	1	26	23	0.16951652192781	109.98680158381
DRR099206	S	2653851	Rubrobacter tropicus	1	6	5	0.16951652192781	109.98680158381
DRR099206	G	46239	Mesoplasma	32	1398	412	5.42452870168991	3519.57765068192
DRR099206	S	2151	Mesoplasma florum	31	567	179	5.2550121797621	3409.59084909811
DRR099206	G	2132	Spiroplasma	1	155	52	0.16951652192781	109.98680158381
