sample	rank	taxid	name	reads	min	uniq	rpm	rpmm
DRR053818	S	1428	Bacillus thuringiensis	6	20	16	0.143487164248107	1960.78431372549
DRR053818	G	84406	Virgibacillus	74	205	5	1.76967502572665	24183.0065359477
DRR053818	S	2700081	Virgibacillus sp. MSP4-1	74	201	2	1.76967502572665	24183.0065359477
DRR053818	G	2800373	Priestia	4	77	11	0.0956581094987379	1307.18954248366
DRR053818	S	1404	Priestia megaterium	4	76	10	0.0956581094987379	1307.18954248366
DRR053818	G	129337	Geobacillus	2	8	8	0.0478290547493689	653.59477124183
DRR053818	S	1422	Geobacillus stearothermophilus	1	2	2	0.0239145273746845	326.797385620915
DRR053818	S	33940	Geobacillus thermodenitrificans	1	3	3	0.0239145273746845	326.797385620915
DRR053818	G	351195	Salimicrobium	1	18	2	0.0239145273746845	326.797385620915
DRR053818	S	1230341	Salimicrobium jeotgali	1	18	2	0.0239145273746845	326.797385620915
DRR053818	G	2817139	Weizmannia	1	2	2	0.0239145273746845	326.797385620915
DRR053818	S	1398	Weizmannia coagulans	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	1279	Staphylococcus	126	1220	202	3.01323044921024	41176.4705882353
DRR053818	S	1280	Staphylococcus aureus	124	1192	180	2.96540139446087	40522.8758169935
DRR053818	S	1290	Staphylococcus hominis	1	3	3	0.0239145273746845	326.797385620915
DRR053818	G	44249	Paenibacillus	1	121	75	0.0239145273746845	326.797385620915
DRR053818	G	1301	Streptococcus	1	38	31	0.0239145273746845	326.797385620915
DRR053818	G	1578	Lactobacillus	1	52	14	0.0239145273746845	326.797385620915
DRR053818	S	1584	Lactobacillus delbrueckii	1	41	4	0.0239145273746845	326.797385620915
DRR053818	G	1485	Clostridium	5	85	59	0.119572636873422	1633.98692810458
DRR053818	S	169679	Clostridium saccharobutylicum	5	14	2	0.119572636873422	1633.98692810458
DRR053818	G	2733	Symbiobacterium	2	54	6	0.0478290547493689	653.59477124183
DRR053818	S	2734	Symbiobacterium thermophilum	2	54	6	0.0478290547493689	653.59477124183
DRR053818	G	459786	Oscillibacter	1	8	4	0.0239145273746845	326.797385620915
DRR053818	S	2763056	Oscillibacter sp. NSJ-62	1	7	3	0.0239145273746845	326.797385620915
DRR053818	G	73918	Thermaerobacter	1	2	2	0.0239145273746845	326.797385620915
DRR053818	S	73919	Thermaerobacter marianensis	1	1	1	0.0239145273746845	326.797385620915
DRR053818	G	118747	Bulleidia	1	2	2	0.0239145273746845	326.797385620915
DRR053818	S	2806552	Bulleidia sp. zg-1006	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	1883	Streptomyces	21	1511	689	0.502205074868374	6862.74509803922
DRR053818	S	1916	Streptomyces lividans	12	236	7	0.286974328496214	3921.56862745098
DRR053818	S	1855352	Streptomyces sp. TLI_053	2	4	3	0.0478290547493689	653.59477124183
DRR053818	S	1964449	Streptomyces sp. 3211	1	2	2	0.0239145273746845	326.797385620915
DRR053818	S	2721173	Streptomyces sp. DSM 40868	1	8	2	0.0239145273746845	326.797385620915
DRR053818	S	2184053	Streptomyces cadmiisoli	2	4	3	0.0478290547493689	653.59477124183
DRR053818	S	1969	Streptomyces chartreusis	1	7	6	0.0239145273746845	326.797385620915
DRR053818	S	379067	Streptomyces bingchenggensis	1	8	4	0.0239145273746845	326.797385620915
DRR053818	G	1912216	Cutibacterium	4	19	19	0.0956581094987379	1307.18954248366
DRR053818	S	1747	Cutibacterium acnes	4	16	16	0.0956581094987379	1307.18954248366
DRR053818	G	1839	Nocardioides	2	86	50	0.0478290547493689	653.59477124183
DRR053818	S	2483798	Nocardioides sp. 603	2	14	2	0.0478290547493689	653.59477124183
DRR053818	G	1696	Brevibacterium	1	19	17	0.0239145273746845	326.797385620915
DRR053818	S	33889	Brevibacterium casei	1	6	5	0.0239145273746845	326.797385620915
DRR053818	G	53457	Janibacter	1	5	5	0.0239145273746845	326.797385620915
DRR053818	G	1763	Mycobacterium	1	232	58	0.0239145273746845	326.797385620915
DRR053818	S	339268	Mycobacterium colombiense	1	3	3	0.0239145273746845	326.797385620915
DRR053818	G	1866885	Mycolicibacterium	1	123	56	0.0239145273746845	326.797385620915
DRR053818	S	1286180	Mycolicibacterium sediminis	1	1	1	0.0239145273746845	326.797385620915
DRR053818	G	1827	Rhodococcus	1	68	51	0.0239145273746845	326.797385620915
DRR053818	G	1873	Micromonospora	2	115	61	0.0478290547493689	653.59477124183
DRR053818	S	47850	Micromonospora aurantiaca	1	3	3	0.0239145273746845	326.797385620915
DRR053818	S	285665	Micromonospora coriariae	1	4	4	0.0239145273746845	326.797385620915
DRR053818	G	33981	Kineococcus	1	3	2	0.0239145273746845	326.797385620915
DRR053818	S	131568	Kineococcus radiotolerans	1	3	2	0.0239145273746845	326.797385620915
DRR053818	G	65551	Meiothermus	2	21	14	0.0478290547493689	653.59477124183
DRR053818	S	52022	Meiothermus silvanus	2	12	12	0.0478290547493689	653.59477124183
DRR053818	G	1298	Deinococcus	1	34	22	0.0239145273746845	326.797385620915
DRR053818	S	68909	Deinococcus geothermalis	1	8	2	0.0239145273746845	326.797385620915
DRR053818	G	1158	Oscillatoria	1	1	1	0.0239145273746845	326.797385620915
DRR053818	S	482564	Oscillatoria nigro-viridis	1	1	1	0.0239145273746845	326.797385620915
DRR053818	G	1129	Synechococcus	1	46	40	0.0239145273746845	326.797385620915
DRR053818	G	745	Pasteurella	48	259	66	1.14789731398485	15686.2745098039
DRR053818	S	747	Pasteurella multocida	48	259	66	1.14789731398485	15686.2745098039
DRR053818	G	286	Pseudomonas	20	611	362	0.478290547493689	6535.9477124183
DRR053818	S	101564	Pseudomonas alcaliphila	1	3	3	0.0239145273746845	326.797385620915
DRR053818	S	303	Pseudomonas putida	1	28	15	0.0239145273746845	326.797385620915
DRR053818	G	2709666	Pseudolysobacter	8	79	2	0.191316218997476	2614.37908496732
DRR053818	S	2511995	Pseudolysobacter antarcticus	8	79	2	0.191316218997476	2614.37908496732
DRR053818	G	68	Lysobacter	7	30	17	0.167401691622791	2287.58169934641
DRR053818	S	69	Lysobacter enzymogenes	7	11	4	0.167401691622791	2287.58169934641
DRR053818	G	338	Xanthomonas	4	68	38	0.0956581094987379	1307.18954248366
DRR053818	S	339	Xanthomonas campestris	3	16	16	0.0717435821240534	980.392156862745
DRR053818	G	662	Vibrio	17	115	45	0.406546965369636	5555.55555555556
DRR053818	S	55601	Vibrio anguillarum	16	32	10	0.382632437994952	5228.75816993464
DRR053818	S	674	Vibrio mimicus	1	6	2	0.0239145273746845	326.797385620915
DRR053818	G	2745	Halomonas	13	135	36	0.310888855870898	4248.3660130719
DRR053818	S	2306583	Halomonas sp. JS92-SW72	13	82	15	0.310888855870898	4248.3660130719
DRR053818	G	1082702	Lonsdalea	3	24	3	0.0717435821240534	980.392156862745
DRR053818	S	1082704	Lonsdalea britannica	3	23	2	0.0717435821240534	980.392156862745
DRR053818	G	122277	Pectobacterium	1	6	6	0.0239145273746845	326.797385620915
DRR053818	S	180957	Pectobacterium brasiliense	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	469	Acinetobacter	1	135	39	0.0239145273746845	326.797385620915
DRR053818	S	2725684	Acinetobacter sp. NEB149	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	2678529	Kineobactrum	1	7	1	0.0239145273746845	326.797385620915
DRR053818	S	2708301	Kineobactrum salinum	1	7	1	0.0239145273746845	326.797385620915
DRR053818	G	416	Methylomonas	1	3	3	0.0239145273746845	326.797385620915
DRR053818	S	421	Methylomonas methanica	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	265	Paracoccus	22	73	21	0.526119602243058	7189.54248366013
DRR053818	S	1499308	Paracoccus mutanolyticus	22	60	9	0.526119602243058	7189.54248366013
DRR053818	G	299261	Tateyamaria	1	10	2	0.0239145273746845	326.797385620915
DRR053818	S	299262	Tateyamaria omphalii	1	10	2	0.0239145273746845	326.797385620915
DRR053818	G	379	Rhizobium	5	108	55	0.119572636873422	1633.98692810458
DRR053818	S	2267833	Rhizobium oryzihabitans	4	22	22	0.0956581094987379	1307.18954248366
DRR053818	G	68287	Mesorhizobium	1	46	23	0.0239145273746845	326.797385620915
DRR053818	G	165695	Sphingobium	6	56	53	0.143487164248107	1960.78431372549
DRR053818	S	2082188	Sphingobium sp. YG1	4	28	28	0.0956581094987379	1307.18954248366
DRR053818	S	13690	Sphingobium yanoikuyae	1	4	4	0.0239145273746845	326.797385620915
DRR053818	G	13687	Sphingomonas	1	46	39	0.0239145273746845	326.797385620915
DRR053818	S	2565555	Sphingomonas sp. PAMC26645	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	1654741	Bombella	1	3	1	0.0239145273746845	326.797385620915
DRR053818	S	2697033	Bombella sp. KACC 21507	1	3	1	0.0239145273746845	326.797385620915
DRR053818	G	1543704	Niveispirillum	1	1	1	0.0239145273746845	326.797385620915
DRR053818	S	1612173	Niveispirillum cyanobacteriorum	1	1	1	0.0239145273746845	326.797385620915
DRR053818	G	74317	Maricaulis	1	8	2	0.0239145273746845	326.797385620915
DRR053818	S	74318	Maricaulis maris	1	8	2	0.0239145273746845	326.797385620915
DRR053818	G	48736	Ralstonia	2	42	25	0.0478290547493689	653.59477124183
DRR053818	S	190721	Ralstonia insidiosa	1	4	4	0.0239145273746845	326.797385620915
DRR053818	G	106589	Cupriavidus	2	55	50	0.0478290547493689	653.59477124183
DRR053818	S	2771360	Cupriavidus sp. ISTL7	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	1822464	Paraburkholderia	2	56	37	0.0478290547493689	653.59477124183
DRR053818	S	134537	Paraburkholderia fungorum	2	6	5	0.0478290547493689	653.59477124183
DRR053818	G	12916	Acidovorax	1	33	24	0.0239145273746845	326.797385620915
DRR053818	G	47420	Hydrogenophaga	1	29	17	0.0239145273746845	326.797385620915
DRR053818	S	2184519	Hydrogenophaga sp. NH-16	1	10	2	0.0239145273746845	326.797385620915
DRR053818	G	52972	Polaromonas	1	8	7	0.0239145273746845	326.797385620915
DRR053818	S	37448	Polaromonas vacuolata	1	3	2	0.0239145273746845	326.797385620915
DRR053818	G	29580	Janthinobacterium	1	50	18	0.0239145273746845	326.797385620915
DRR053818	S	1938606	Janthinobacterium sp. LM6	1	34	6	0.0239145273746845	326.797385620915
DRR053818	G	149698	Massilia	1	52	34	0.0239145273746845	326.797385620915
DRR053818	S	2072590	Massilia armeniaca	1	5	4	0.0239145273746845	326.797385620915
DRR053818	G	222	Achromobacter	1	38	21	0.0239145273746845	326.797385620915
DRR053818	S	1758194	Achromobacter sp. AONIH1	1	1	1	0.0239145273746845	326.797385620915
DRR053818	G	538	Eikenella	2	2	1	0.0478290547493689	653.59477124183
DRR053818	S	2528037	Eikenella exigua	2	2	1	0.0478290547493689	653.59477124183
DRR053818	G	535	Chromobacterium	1	14	9	0.0239145273746845	326.797385620915
DRR053818	S	536	Chromobacterium violaceum	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	2706000	Casimicrobium	2	2	1	0.0478290547493689	653.59477124183
DRR053818	S	2591109	Casimicrobium huifangae	2	2	1	0.0478290547493689	653.59477124183
DRR053818	G	47	Archangium	1	37	14	0.0239145273746845	326.797385620915
DRR053818	S	83451	Archangium violaceum	1	27	10	0.0239145273746845	326.797385620915
DRR053818	G	1652133	Halobacteriovorax	2	27	4	0.0478290547493689	653.59477124183
DRR053818	S	97084	Halobacteriovorax marinus	2	9	2	0.0478290547493689	653.59477124183
DRR053818	G	2836216	Phnomibacter	15	53	2	0.358717910620267	4901.96078431373
DRR053818	S	2676868	Phnomibacter ginsenosidimutans	15	53	2	0.358717910620267	4901.96078431373
DRR053818	G	2058174	Antarcticibacterium	7	34	1	0.167401691622791	2287.58169934641
DRR053818	S	2058175	Antarcticibacterium flavum	7	34	1	0.167401691622791	2287.58169934641
DRR053818	G	104267	Tenacibaculum	1	43	6	0.0239145273746845	326.797385620915
DRR053818	S	2358479	Tenacibaculum singaporense	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	89966	Hymenobacter	4	89	34	0.0956581094987379	1307.18954248366
DRR053818	G	107	Spirosoma	1	9	9	0.0239145273746845	326.797385620915
DRR053818	S	2520506	Spirosoma sp. KCTC 42546	1	3	3	0.0239145273746845	326.797385620915
DRR053818	G	256319	Chlorobaculum	7	148	1	0.167401691622791	2287.58169934641
DRR053818	S	274539	Chlorobaculum parvum	7	148	1	0.167401691622791	2287.58169934641
DRR053818	G	113	Gemmata	6	13	5	0.143487164248107	1960.78431372549
DRR053818	S	1210884	Gemmata massiliana	6	6	1	0.143487164248107	1960.78431372549
DRR053818	G	212790	Sulfurihydrogenibium	1	14	2	0.0239145273746845	326.797385620915
DRR053818	S	309806	Sulfurihydrogenibium azorense	1	14	2	0.0239145273746845	326.797385620915
DRR053818	G	2560142	Gorganvirus	644	2294	12	15.4009556292968	210457.516339869
DRR053818	S	2560650	Gorganvirus isfahan	644	2294	12	15.4009556292968	210457.516339869
DRR053818	S	447909	Geobacillus virus E2	1	2	2	0.0239145273746845	326.797385620915
DRR053818	G	2732589	Andhravirus	2	6	1	0.0478290547493689	653.59477124183
DRR053818	S	2732591	Andhravirus andhra	2	6	1	0.0478290547493689	653.59477124183
DRR053818	G	1623283	Chivirus	10	30	3	0.239145273746845	3267.97385620915
DRR053818	S	1005056	Chivirus iEPS5	10	30	3	0.239145273746845	3267.97385620915
DRR053818	G	10379	Rhadinovirus	1	10	2	0.0239145273746845	326.797385620915
DRR053818	S	10381	Saimiriine gammaherpesvirus 2	1	10	2	0.0239145273746845	326.797385620915
DRR053818	G	548688	Percavirus	1	1	1	0.0239145273746845	326.797385620915
DRR053818	S	10371	Equid gammaherpesvirus 5	1	1	1	0.0239145273746845	326.797385620915
DRR053818	G	11095	Pestivirus	4	38	10	0.0956581094987379	1307.18954248366
DRR053818	G	11572	Orthobunyavirus	1	9	1	0.0239145273746845	326.797385620915
DRR053818	S	159150	Shamonda orthobunyavirus	1	9	1	0.0239145273746845	326.797385620915
DRR053818	G	153135	Gammaretrovirus	3	327	16	0.0717435821240534	980.392156862745
DRR053818	S	11788	Abelson murine leukemia virus	1	29	8	0.0239145273746845	326.797385620915
DRR099206	G	48558	Pyricularia	177	2563	171	30.0044243812223	19467.6638803344
DRR099206	S	148305	Pyricularia grisea	174	1695	45	29.4958748154389	19137.7034755829
DRR099206	S	318829	Pyricularia oryzae	3	161	52	0.508549565783429	329.96040475143
DRR099206	G	2609811	Thermothielavioides	11	918	89	1.86468174120591	1209.85481742191
DRR099206	S	2587410	Thermothielavioides terrestris	11	918	89	1.86468174120591	1209.85481742191
DRR099206	G	1920207	Thermothelomyces	9	931	70	1.52564869735029	989.881214254289
DRR099206	S	78579	Thermothelomyces thermophilus	9	931	70	1.52564869735029	989.881214254289
DRR099206	G	5140	Neurospora	5	468	66	0.847582609639049	549.93400791905
DRR099206	S	5141	Neurospora crassa	5	468	66	0.847582609639049	549.93400791905
DRR099206	G	5506	Fusarium	27	2543	229	4.57694609205086	2969.64364276287
DRR099206	S	56646	Fusarium venenatum	9	374	40	1.52564869735029	989.881214254289
DRR099206	S	101028	Fusarium pseudograminearum	6	565	30	1.01709913156686	659.92080950286
DRR099206	S	5127	Fusarium fujikuroi	4	478	29	0.678066087711239	439.94720633524
DRR099206	S	117187	Fusarium verticillioides	4	577	30	0.678066087711239	439.94720633524
DRR099206	S	5507	Fusarium oxysporum	3	177	37	0.508549565783429	329.96040475143
DRR099206	G	98402	Drechmeria	4	172	56	0.678066087711239	439.94720633524
DRR099206	S	98403	Drechmeria coniospora	4	172	56	0.678066087711239	439.94720633524
DRR099206	G	243023	Pochonia	1	191	50	0.16951652192781	109.98680158381
DRR099206	S	280754	Pochonia chlamydosporia	1	191	50	0.16951652192781	109.98680158381
DRR099206	G	5455	Colletotrichum	16	551	80	2.71226435084496	1759.78882534096
DRR099206	S	80884	Colletotrichum higginsianum	16	551	80	2.71226435084496	1759.78882534096
DRR099206	G	33196	Botrytis	20	1149	90	3.39033043855619	2199.7360316762
DRR099206	S	40559	Botrytis cinerea	20	1149	90	3.39033043855619	2199.7360316762
DRR099206	G	5052	Aspergillus	80	2900	110	13.5613217542248	8798.9441267048
DRR099206	S	5062	Aspergillus oryzae	61	262	8	10.3405078375964	6709.19489661241
DRR099206	S	746128	Aspergillus fumigatus	16	2420	48	2.71226435084496	1759.78882534096
DRR099206	G	5094	Talaromyces	5	1017	66	0.847582609639049	549.93400791905
DRR099206	S	121627	Talaromyces rugulosus	5	1017	66	0.847582609639049	549.93400791905
DRR099206	G	29002	Cercospora	3	3146	43	0.508549565783429	329.96040475143
DRR099206	S	122368	Cercospora beticola	3	3146	43	0.508549565783429	329.96040475143
DRR099206	G	1047167	Zymoseptoria	2	109	50	0.339033043855619	219.97360316762
DRR099206	S	1047171	Zymoseptoria tritici	2	109	50	0.339033043855619	219.97360316762
DRR099206	G	13366	Brettanomyces	114	612	53	19.3248834997703	12538.4953805543
DRR099206	S	13502	Brettanomyces nanus	114	510	20	19.3248834997703	12538.4953805543
DRR099206	G	4919	Pichia	1	50	25	0.16951652192781	109.98680158381
DRR099206	S	4909	Pichia kudriavzevii	1	50	25	0.16951652192781	109.98680158381
DRR099206	G	4958	Debaryomyces	51	835	17	8.6453426183183	5609.32688077431
DRR099206	S	4959	Debaryomyces hansenii	51	835	17	8.6453426183183	5609.32688077431
DRR099206	G	5475	Candida	17	815	127	2.88178087277276	1869.77562692477
DRR099206	S	5476	Candida albicans	9	661	60	1.52564869735029	989.881214254289
DRR099206	S	42374	Candida dubliniensis	5	74	35	0.847582609639049	549.93400791905
DRR099206	S	273371	Candida orthopsilosis	3	66	25	0.508549565783429	329.96040475143
DRR099206	G	766733	Scheffersomyces	1	100	20	0.16951652192781	109.98680158381
DRR099206	S	4924	Scheffersomyces stipitis	1	100	20	0.16951652192781	109.98680158381
DRR099206	G	278028	Naumovozyma	36	4563	89	6.10259478940115	3959.52485701716
DRR099206	S	27289	Naumovozyma dairenensis	29	4365	41	4.91597913590648	3189.61724593049
DRR099206	S	27288	Naumovozyma castellii	7	197	47	1.18661565349467	769.90761108667
DRR099206	G	4910	Kluyveromyces	7	350	46	1.18661565349467	769.90761108667
DRR099206	S	4911	Kluyveromyces marxianus	7	323	32	1.18661565349467	769.90761108667
DRR099206	G	113604	Tetrapisispora	3	158	57	0.508549565783429	329.96040475143
DRR099206	S	1071379	Tetrapisispora blattae	3	70	28	0.508549565783429	329.96040475143
DRR099206	G	71245	Kazachstania	2	154	50	0.339033043855619	219.97360316762
DRR099206	S	588726	Kazachstania naganishii	2	109	25	0.339033043855619	219.97360316762
DRR099206	G	1196389	Zygotorulaspora	2	117	12	0.339033043855619	219.97360316762
DRR099206	S	42260	Zygotorulaspora mrakii	2	117	12	0.339033043855619	219.97360316762
DRR099206	G	4930	Saccharomyces	1	508	66	0.16951652192781	109.98680158381
DRR099206	S	27291	Saccharomyces paradoxus	1	47	21	0.16951652192781	109.98680158381
DRR099206	G	4948	Torulaspora	1	178	38	0.16951652192781	109.98680158381
DRR099206	S	4950	Torulaspora delbrueckii	1	41	21	0.16951652192781	109.98680158381
DRR099206	G	4953	Zygosaccharomyces	1	109	26	0.16951652192781	109.98680158381
DRR099206	S	4956	Zygosaccharomyces rouxii	1	109	26	0.16951652192781	109.98680158381
DRR099206	G	300275	Lachancea	1	66	30	0.16951652192781	109.98680158381
DRR099206	S	381046	Lachancea thermotolerans	1	66	30	0.16951652192781	109.98680158381
DRR099206	G	460517	Komagataella	5	267	27	0.847582609639049	549.93400791905
DRR099206	S	460519	Komagataella phaffii	5	267	27	0.847582609639049	549.93400791905
DRR099206	G	410829	Sugiyamaella	3	362	64	0.508549565783429	329.96040475143
DRR099206	S	796027	Sugiyamaella lignohabitans	3	362	64	0.508549565783429	329.96040475143
DRR099206	G	4951	Yarrowia	1	165	44	0.16951652192781	109.98680158381
DRR099206	S	4952	Yarrowia lipolytica	1	165	44	0.16951652192781	109.98680158381
DRR099206	G	4895	Schizosaccharomyces	2	60	33	0.339033043855619	219.97360316762
DRR099206	S	4896	Schizosaccharomyces pombe	2	60	33	0.339033043855619	219.97360316762
DRR099206	G	5269	Ustilago	14	2575	50	2.37323130698934	1539.81522217334
DRR099206	S	5270	Ustilago maydis	14	2575	50	2.37323130698934	1539.81522217334
DRR099206	G	63265	Sporisorium	6	1053	82	1.01709913156686	659.92080950286
DRR099206	S	280036	Sporisorium graminicola	6	1053	82	1.01709913156686	659.92080950286
DRR099206	G	55193	Malassezia	6	69	34	1.01709913156686	659.92080950286
DRR099206	S	76775	Malassezia restricta	6	69	34	1.01709913156686	659.92080950286
DRR099206	G	5206	Cryptococcus	15	1569	83	2.54274782891715	1649.80202375715
DRR099206	S	5207	Cryptococcus neoformans	14	701	48	2.37323130698934	1539.81522217334
DRR099206	S	37769	Cryptococcus gattii VGI	1	817	21	0.16951652192781	109.98680158381
DRR099206	G	6033	Encephalitozoon	3	322	31	0.508549565783429	329.96040475143
DRR099206	S	58839	Encephalitozoon intestinalis	2	84	6	0.339033043855619	219.97360316762
DRR099206	G	1386	Bacillus	3811	37137	302	646.027465066883	419159.7008359
DRR099206	S	1396	Bacillus cereus	3786	36305	65	641.789552018688	416410.030796304
DRR099206	S	1452	Bacillus atrophaeus	21	199	3	3.559846960484	2309.72283326001
DRR099206	S	1648923	Bacillus paralicheniformis	2	41	2	0.339033043855619	219.97360316762
DRR099206	G	84406	Virgibacillus	106	1606	34	17.9687513243478	11658.6009678839
DRR099206	S	2700081	Virgibacillus sp. MSP4-1	106	1508	2	17.9687513243478	11658.6009678839
DRR099206	G	400634	Lysinibacillus	2	50	30	0.339033043855619	219.97360316762
DRR099206	S	28031	Lysinibacillus fusiformis	1	9	6	0.16951652192781	109.98680158381
DRR099206	S	2590012	Lysinibacillus agricola	1	7	2	0.16951652192781	109.98680158381
DRR099206	G	2800373	Priestia	1	7042	47	0.16951652192781	109.98680158381
DRR099206	S	1404	Priestia megaterium	1	7021	37	0.16951652192781	109.98680158381
DRR099206	G	459532	Terribacillus	1	24	2	0.16951652192781	109.98680158381
DRR099206	S	586416	Terribacillus aidingensis	1	23	1	0.16951652192781	109.98680158381
DRR099206	G	1279	Staphylococcus	77	2952	913	13.0527721884413	8468.98372195337
DRR099206	S	1280	Staphylococcus aureus	71	2679	771	12.0356730568745	7809.06291245051
DRR099206	S	29382	Staphylococcus cohnii	4	37	8	0.678066087711239	439.94720633524
DRR099206	S	1290	Staphylococcus hominis	1	9	7	0.16951652192781	109.98680158381
DRR099206	G	55079	Aneurinibacillus	2	182	7	0.339033043855619	219.97360316762
DRR099206	S	1450761	Aneurinibacillus sp. XH2	2	19	5	0.339033043855619	219.97360316762
DRR099206	G	33986	Exiguobacterium	1	32	10	0.16951652192781	109.98680158381
DRR099206	S	2051906	Exiguobacterium sp. N4-1P	1	3	3	0.16951652192781	109.98680158381
DRR099206	G	2759736	Lacticaseibacillus	2	12	7	0.339033043855619	219.97360316762
DRR099206	S	57037	Lacticaseibacillus zeae	2	6	1	0.339033043855619	219.97360316762
DRR099206	G	2767887	Ligilactobacillus	2	25	14	0.339033043855619	219.97360316762
DRR099206	S	1624	Ligilactobacillus salivarius	2	16	6	0.339033043855619	219.97360316762
DRR099206	G	2742598	Limosilactobacillus	1	82	60	0.16951652192781	109.98680158381
DRR099206	S	1598	Limosilactobacillus reuteri	1	77	55	0.16951652192781	109.98680158381
DRR099206	G	2767879	Companilactobacillus	1	90	15	0.16951652192781	109.98680158381
DRR099206	S	83526	Companilactobacillus paralimentarius	1	75	2	0.16951652192781	109.98680158381
DRR099206	G	1243	Leuconostoc	1	56	24	0.16951652192781	109.98680158381
DRR099206	G	1301	Streptococcus	1	278	152	0.16951652192781	109.98680158381
DRR099206	S	1302	Streptococcus gordonii	1	51	38	0.16951652192781	109.98680158381
DRR099206	G	1357	Lactococcus	1	121	50	0.16951652192781	109.98680158381
DRR099206	S	1359	Lactococcus cremoris	1	39	24	0.16951652192781	109.98680158381
DRR099206	G	1350	Enterococcus	1	291	56	0.16951652192781	109.98680158381
DRR099206	S	1352	Enterococcus faecium	1	48	4	0.16951652192781	109.98680158381
DRR099206	G	29393	Dolosigranulum	1	9	6	0.16951652192781	109.98680158381
DRR099206	S	29394	Dolosigranulum pigrum	1	9	6	0.16951652192781	109.98680158381
DRR099206	G	1485	Clostridium	13	782	312	2.20371478506153	1429.82842058953
DRR099206	S	169679	Clostridium saccharobutylicum	4	150	14	0.678066087711239	439.94720633524
DRR099206	S	1491	Clostridium botulinum	2	118	41	0.339033043855619	219.97360316762
DRR099206	S	641107	Clostridium sp. DL-VIII	1	8	6	0.16951652192781	109.98680158381
DRR099206	S	1561	Clostridium baratii	1	54	11	0.16951652192781	109.98680158381
DRR099206	S	1542	Clostridium novyi	1	20	8	0.16951652192781	109.98680158381
DRR099206	S	1520	Clostridium beijerinckii	1	28	16	0.16951652192781	109.98680158381
DRR099206	S	1502	Clostridium perfringens	1	26	23	0.16951652192781	109.98680158381
DRR099206	G	49082	Candidatus Arthromitus	1	6	3	0.16951652192781	109.98680158381
DRR099206	G	1649459	Hungatella	1	61	4	0.16951652192781	109.98680158381
DRR099206	S	154046	Hungatella hathewayi	1	61	4	0.16951652192781	109.98680158381
DRR099206	G	207244	Anaerostipes	5	65	5	0.847582609639049	549.93400791905
DRR099206	S	649756	Anaerostipes hadrus	3	54	1	0.508549565783429	329.96040475143
DRR099206	S	105841	Anaerostipes caccae	2	11	4	0.339033043855619	219.97360316762
DRR099206	G	572511	Blautia	1	49	27	0.16951652192781	109.98680158381
DRR099206	S	2779518	Blautia liquoris	1	1	1	0.16951652192781	109.98680158381
DRR099206	G	1506553	Lachnoclostridium	1	17	12	0.16951652192781	109.98680158381
DRR099206	G	35829	Acetivibrio	1	22	12	0.16951652192781	109.98680158381
DRR099206	S	1677857	Acetivibrio saccincola	1	13	6	0.16951652192781	109.98680158381
DRR099206	G	1508657	Ruminiclostridium	1	15	8	0.16951652192781	109.98680158381
DRR099206	S	1521	Ruminiclostridium cellulolyticum	1	7	5	0.16951652192781	109.98680158381
DRR099206	G	1637257	Mageeibacillus	1	2	2	0.16951652192781	109.98680158381
DRR099206	S	884684	Mageeibacillus indolicus	1	2	2	0.16951652192781	109.98680158381
DRR099206	G	2060094	Aminipila	3	12	7	0.508549565783429	329.96040475143
DRR099206	S	433296	Aminipila butyrica	2	6	2	0.339033043855619	219.97360316762
DRR099206	S	2507160	Aminipila luticellarii	1	4	3	0.16951652192781	109.98680158381
DRR099206	G	1501226	Romboutsia	1	14	11	0.16951652192781	109.98680158381
DRR099206	S	2724150	Romboutsia sp. CE17	1	7	5	0.16951652192781	109.98680158381
DRR099206	G	1754	Thermoanaerobacter	9	90	13	1.52564869735029	989.881214254289
DRR099206	G	2330	Halanaerobium	2	136	7	0.339033043855619	219.97360316762
DRR099206	S	656519	Halanaerobium hydrogeniformans	2	103	4	0.339033043855619	219.97360316762
DRR099206	G	499228	Tepidanaerobacter	1	10	5	0.16951652192781	109.98680158381
DRR099206	S	499229	Tepidanaerobacter acetatoxydans	1	10	5	0.16951652192781	109.98680158381
DRR099206	S	243899	endosymbiont 'TC1' of Trimyema compressum	1	5	4	0.16951652192781	109.98680158381
DRR099206	G	1883	Streptomyces	200	16486	1355	33.9033043855619	21997.360316762
DRR099206	S	2684469	Streptomyces sp. SCUT-3	11	35	7	1.86468174120591	1209.85481742191
DRR099206	S	2662065	Streptomyces sp. SYP-A7193	7	123	3	1.18661565349467	769.90761108667
DRR099206	S	862751	Streptomyces sp. SirexAA-E	5	90	7	0.847582609639049	549.93400791905
DRR099206	S	2072505	Streptomyces sp. Go-475	4	32	5	0.678066087711239	439.94720633524
